"RANK","Nom Unité Opérationnelle","Identifiant GED","Site CEC","Service","Fournisseur","Blocage","Chef de projet","Entité","CA","Num commande","Montant de la commande/Appel de cde","Montant des réceptions","Montant des factures","Montant mise à disposition","Numéro Facture","Montant Facture TTC (DEVISE)","Devise Facture","Type","Acheteur","Type d'achat PO","Intervenant","Nombre de jours à l'échéance","Échéance"
"854","JF8_28726:57512","30_0003_500606","Port Jorf","JORF B","Fournisseur A","XX","XX","854","854","F4535748","50831400","10927200","26953000","27576600","=_862117","5374660","MAD","F locaux","KARAMI.5983","E - Equipement","SPOC","22","Echue dans 30 jours"
"855","JF8_95647:45833","0921_0090_33254500","Port Jorf","JORF Z","Fournisseur B","XX","XX","855","855","E534079","52960900","9430960","17183000","41529500",">_849127","2675930","MAD","F locaux","HASSAN.3418","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","31","Echue dans 60 jours"
"856","OCP_980:53282","322_0117_561358737","Port Jorf","JORF B","Fournisseur C","XX","XX","856","856","<6174448","92445900","9596110","65701600","78010100","<_4019390","35070300","MAD","F locaux","RABII.973","S - stocks","SPOC","-1","Echue"
"861","JF8_72962:47651","F_909563_20166288","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E5225654","60585300","2123020","3312490","7429450",">_5860460","679070","MAD","F locaux","KANFAOUI.141","S - stocks","Litige","23","Echue dans 30 jours"
"862","JF8_95790:30458","CDS30403_0210_59071","Port Jorf","JORF B","Fournisseur Y","XX","XX","862","862","=1958102","54121500","33910800","38620500","50763400","C_3167592","17909700","USD","F étrangers","SAMAR.8974","M - marché","SPOC","51","Echue dans 60 jours"
"863","JF8_40955:87565","330_0003_565700","Port Jorf","JORF Z","Fournisseur Z","XX","XX","863","863","E4689453","90376100","38431100","74337100","63120200","A_5394199","46104500","USD","F étrangers","RIYAHI.8631","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","32","Echue dans 60 jours"
"864","OCP_43968:89442","30_0003_500607","Port Jorf","JORF B","Fournisseur A","XX","XX","864","864","=5303562","87352400","33827100","53471300","60575600","E_744519","42860100","MAD","F locaux","KARAMI.5984","E - Equipement","SPOC","1","Echue dans 7 jours"
"865","JF8_5070:28340","0921_0090_33254501","Port Jorf","JORF Z","Fournisseur Z","XX","XX","865","865","?3386619","17481600","3408620","6583460","10470400","=_2416473","5019630","MAD","F locaux","HASSAN.3419","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-10","Echue"
"866","JF8_51735:39028","322_0117_561358738","Port Jorf","JORF B","Fournisseur C","XX","XX","866","866","E5442757","17902000","917360","6605860","12719500","?_1041809","12359200","MAD","F locaux","RABII.974","S - stocks","SPOC","22","Echue dans 30 jours"
"871","JF8_8236:61948",">_464193_30956767","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","@4171444","89871100","12500100","29610400","88399300","<_356389","61151800","MAD","F locaux","KANFAOUI.142","S - stocks","Litige","28","Echue dans 30 jours"
"872","OCP_8877:48944","CDS30403_0210_59072","Port Jorf","JORF B","Fournisseur Y","XX","XX","872","872","C1153518","64908300","11872400","30239100","8753010","B_6404624","2513620","EUR","F étrangers","SAMAR.8975","M - marché","SPOC","52","Echue dans 60 jours"
"873","OCP_53577:68663","330_0003_565701","Port Jorf","JORF Z","Fournisseur Z","XX","XX","873","873","?1119634","78296600","13830500","45233400","47212200","=_3959019","33243800","EUR","F étrangers","RIYAHI.8632","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","7","Echue dans 7 jours"
"874","OCP_4127:1209","30_0003_500608","Port Jorf","JORF B","Fournisseur A","XX","XX","874","874","B4068577","19619600","1905560","13391200","13186200","B_4150908","9375250","MAD","F locaux","KARAMI.5985","E - Equipement","SPOC","58","Echue dans 60 jours"
"875","JF8_43152:35945","0921_0090_33254502","Port Jorf","JORF Z","Fournisseur B","XX","XX","875","875","E681681","95375800","39624200","93660500","27523100","E_5090554","4838420","MAD","F locaux","HASSAN.3420","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","35","Echue dans 60 jours"
"876","JF8_83995:4479","322_0117_561358739","Port Jorf","JORF B","Fournisseur C","XX","XX","876","876","=4181315","7123490","2777640","5154780","628916","C_3294484","342295","MAD","F locaux","RABII.975","S - stocks","SPOC","36","Echue dans 60 jours"
"881","JF8_25087:89636","B_571322_12823169","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","@3145775","90847000","2922700","16014500","67908000","C_5431305","4542840","MAD","F locaux","KANFAOUI.143","S - stocks","Litige","37","Echue dans 60 jours"
"882","JF8_95370:72084","CDS30403_0210_59073","Port Jorf","JORF B","Fournisseur Y","XX","XX","882","882","D999682","54793900","25905700","49722600","43140700","<_3157411","18646600","USD","F étrangers","SAMAR.8976","M - marché","SPOC","53","Echue dans 60 jours"
"883","OCP_55621:44785","330_0003_565702","Port Jorf","JORF Z","Fournisseur Z","XX","XX","883","883","@1656160","90254800","7716170","76706600","75598100","=_6279139","29665400","USD","F étrangers","RIYAHI.8633","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","35","Echue dans 60 jours"
"884","JF8_96484:22474","30_0003_500609","Port Jorf","JORF B","Fournisseur A","XX","XX","884","884","F3937932","72411400","35753300","48274000","46293400","E_2082100","12878400","MAD","F locaux","KARAMI.5986","E - Equipement","SPOC","29","Echue dans 30 jours"
"885","JF8_95292:3244","0921_0090_33254503","Port Jorf","JORF Z","Fournisseur B","XX","XX","885","885","C3317806","24489400","12994700","19552900","334583","?_1915796","23435","MAD","F locaux","HASSAN.3421","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","35","Echue dans 60 jours"
"886","JF8_57994:74742","322_0117_561358740","Port Jorf","JORF B","Fournisseur C","XX","XX","886","886","<1593664","33264600","386100","32614200","4094250","D_310423","204925","MAD","F locaux","RABII.976","S - stocks","SPOC","-13","Echue"
"891","JF8_50696:17170","Z_649230_22751741","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A2419585","56406000","45214300","54566900","27689100","E_1813132","11517400","MAD","F locaux","KANFAOUI.144","S - stocks","Litige","53","Echue dans 60 jours"
"892","OCP_31933:40247","CDS30403_0210_59074","Port Jorf","JORF B","Fournisseur Y","XX","XX","892","892","@1664749","82854000","4026520","58344600","8117320",">_1771545","7402280","EUR","F étrangers","SAMAR.8977","M - marché","SPOC","23","Echue dans 30 jours"
"893","OCP_87531:88908","330_0003_565703","Port Jorf","JORF Z","Fournisseur Z","XX","XX","893","893","C5471202","44345500","7296130","7515590","34056300",">_1663748","18064300","EUR","F étrangers","RIYAHI.8634","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","25","Echue dans 30 jours"
"894","OCP_71513:86082","30_0003_500610","Port Jorf","JORF B","Fournisseur A","XX","XX","894","894","=5020051","88495200","3389910","7426860","25988300","?_6255271","862366","MAD","F locaux","KARAMI.5987","E - Equipement","SPOC","-5","Echue"
"895","JF8_90857:41528","0921_0090_33254504","Port Jorf","JORF Z","Fournisseur B","XX","XX","895","895","F558533","9851820","120169","8009000","8733790","B_4834707","6071770","MAD","F locaux","HASSAN.3422","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","32","Echue dans 60 jours"
"896","OCP_99286:71001","322_0117_561358741","Port Jorf","JORF B","Fournisseur C","XX","XX","896","896","D2542792","8877170","3043500","3214810","1979980","F_625605","490070","MAD","F locaux","RABII.977","S - stocks","SPOC","42","Echue dans 60 jours"
"901","OCP_70340:27896","I_946595_56032055","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","C1549171","60791500","27922000","29591900","16187700","C_6476013","8024310","MAD","F locaux","KANFAOUI.145","S - stocks","Litige","-12","Echue"
"902","JF8_10819:65344","CDS30403_0210_59075","Port Jorf","JORF B","Fournisseur Y","XX","XX","902","902","B1281886","75540800","28750500","30597500","43393700","?_4683940","35513900","EUR","F étrangers","SAMAR.8978","M - marché","SPOC","46","Echue dans 60 jours"
"903","OCP_31318:72663","330_0003_565704","Port Jorf","JORF Z","Fournisseur Z","XX","XX","903","903","F5311747","10723300","1318110","7783900","5518870","=_1890915","4381230","EUR","F étrangers","RIYAHI.8635","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","46","Echue dans 60 jours"
"904","OCP_67270:77499","30_0003_500611","Port Jorf","JORF B","Fournisseur A","XX","XX","904","904","B1775647","44756300","422957","627814","17793600","@_4918011","14281600","MAD","F locaux","KARAMI.5988","E - Equipement","SPOC","36","Echue dans 60 jours"
"905","JF8_51794:19352","0921_0090_33254505","Port Jorf","JORF Z","Fournisseur B","XX","XX","905","905","F1929211","87891800","31947900","38184600","16784600","F_2989433","12381900","MAD","F locaux","HASSAN.3423","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","17","Echue dans 30 jours"
"906","JF8_44228:10537","322_0117_561358742","Port Jorf","JORF B","Fournisseur C","XX","XX","906","906","D3305079","77390900","20453600","71410600","13142200","?_4775125","532458","MAD","F locaux","RABII.978","S - stocks","SPOC","38","Echue dans 60 jours"
"911","OCP_1486:43037","?_491809_23709758","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A5489031","52863300","38837900","42346500","10991300","<_5378834","5189540","MAD","F locaux","KANFAOUI.146","S - stocks","Litige","59","Echue dans 60 jours"
"912","OCP_51599:41902","CDS30403_0210_59076","Port Jorf","JORF B","Fournisseur Y","XX","XX","912","912","D2851421","31742700","11328300","21573700","313015","E_2840053","219500","EUR","F étrangers","SAMAR.8979","M - marché","SPOC","38","Echue dans 60 jours"
"913","OCP_67761:62270","330_0003_565705","Port Jorf","JORF Z","Fournisseur Z","XX","XX","913","913","=4097175","65908400","35826400","40000600","33732100","F_3533846","20107100","EUR","F étrangers","RIYAHI.8636","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","7","Echue dans 7 jours"
"914","OCP_66787:40759","30_0003_500612","Port Jorf","JORF B","Fournisseur D","XX","XX","914","914","F166367","27577800","2899680","11976000","7599260","C_136836","4062680","MAD","F locaux","KARAMI.5989","E - Equipement","SPOC","41","Echue dans 60 jours"
"915","JF8_23342:14881","0921_0090_33254506","Port Jorf","JORF Z","Fournisseur B","XX","XX","915","915","=2508999","20788700","10183400","15057100","2817830","?_5830543","1364320","MAD","F locaux","HASSAN.3424","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","7","Echue dans 7 jours"
"916","OCP_66551:43013","322_0117_561358743","Port Jorf","JORF B","Fournisseur C","XX","XX","916","916","?124839","51278100","7908720","24287600","6322890","D_762198","4623600","MAD","F locaux","RABII.979","S - stocks","SPOC","-15","Echue"
"921","JF8_25839:58936","R_127179_34990320","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A402806","4755860","386949","777729","4174370","F_593316","2966800","MAD","F locaux","KANFAOUI.147","S - stocks","Litige","-8","Echue"
"922","OCP_22056:76228","CDS30403_0210_59077","Port Jorf","JORF B","Fournisseur Y","XX","XX","922","922","?2414130","67660900","7624390","32613500","63066600","<_2840192","14457000","EUR","F étrangers","SAMAR.8980","M - marché","SPOC","-2","Echue"
"923","JF8_64424:75124","330_0003_565706","Port Jorf","JORF Z","Fournisseur Z","XX","XX","923","923","?6641117","57933400","16609600","53462800","19855800","F_2954849","18234600","USD","F étrangers","RIYAHI.8637","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","25","Echue dans 30 jours"
"924","OCP_56830:52379","30_0003_500613","Port Jorf","JORF B","Fournisseur A","XX","XX","924","924","D4065844","80959000","602648","67356400","27018200","D_1973833","19162400","MAD","F locaux","KARAMI.5990","E - Equipement","SPOC","6","Echue dans 7 jours"
"925","JF8_46461:37362","0921_0090_33254507","Port Jorf","JORF Z","Fournisseur B","XX","XX","925","925",">2442311","2705490","448647","998732","1533040","E_3548565","498425","MAD","F locaux","HASSAN.3425","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","44","Echue dans 60 jours"
"926","JF8_95374:22024","322_0117_561358744","Port Jorf","JORF B","Fournisseur C","XX","XX","926","926",">3497371","1468840","4178","534082","969998","?_3170922","364801","MAD","F locaux","RABII.980","S - stocks","SPOC","8","Echue dans 30 jours"
"931","JF8_58754:84814","?_986024_37309604","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","C3235896","26314000","611849","19278300","6562910","D_3883905","3654230","MAD","F locaux","KANFAOUI.148","S - stocks","Litige","38","Echue dans 60 jours"
"932","JF8_26952:55461","CDS30403_0210_59078","Port Jorf","JORF B","Fournisseur Y","XX","XX","932","932","C6166342","85807100","24825400","39080000","83567900","?_6071808","43275200","USD","F étrangers","SAMAR.8981","M - marché","SPOC","12","Echue dans 30 jours"
"933","OCP_82173:86346","330_0003_565707","Port Jorf","JORF Z","Fournisseur Z","XX","XX","933","933","@5689612","55730100","1236920","1275970","22340000","?_5118303","11058300","EUR","F étrangers","RIYAHI.8638","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-6","Echue"
"934","JF8_30689:52460","30_0003_500614","Port Jorf","JORF B","Fournisseur A","XX","XX","934","934","D5570624","21349000","3271290","5822860","17974300","C_2978960","14368","MAD","F locaux","KARAMI.5991","E - Equipement","SPOC","47","Echue dans 60 jours"
"935","JF8_84949:22649","0921_0090_33254508","Port Jorf","JORF Z","Fournisseur B","XX","XX","935","935","=3211152","19012000","1950920","8414770","13368500","F_5325683","11634300","MAD","F locaux","HASSAN.3426","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","45","Echue dans 60 jours"
"936","OCP_60622:52246","322_0117_561358745","Port Jorf","JORF B","Fournisseur C","XX","XX","936","936","A473352","76395700","9212090","23161600","71502200","A_620723","20926800","MAD","F locaux","RABII.981","S - stocks","SPOC","-12","Echue"
"941","OCP_67569:80176","P_87938_77841285","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","C4390829","54457900","43590600","44325800","4278600","E_4273828","751383","MAD","F locaux","KANFAOUI.149","S - stocks","Litige","18","Echue dans 30 jours"
"942","OCP_95109:26360","CDS30403_0210_59079","Port Jorf","JORF B","Fournisseur Y","XX","XX","942","942","<3395484","20763400","2128700","2661170","141540","<_654353","68173","EUR","F étrangers","SAMAR.8982","M - marché","SPOC","57","Echue dans 60 jours"
"943","OCP_24979:19174","330_0003_565708","Port Jorf","JORF Z","Fournisseur Z","XX","XX","943","943","C481065","39131300","36891400","37392100","1453780","?_4379544","1337550","USD","F étrangers","RIYAHI.8639","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","48","Echue dans 60 jours"
"944","OCP_71549:24095","30_0003_500615","Port Jorf","JORF B","Fournisseur A","XX","XX","944","944","?6183364","93931000","46009900","58661800","54429200","C_3526306","18012000","MAD","F locaux","KARAMI.5992","E - Equipement","SPOC","18","Echue dans 30 jours"
"945","OCP_27156:40863","0921_0090_33254509","Port Jorf","JORF Z","Fournisseur B","XX","XX","945","945","F5406073","93530000","15876600","33034200","76738900","E_4833396","39749700","MAD","F locaux","HASSAN.3427","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","36","Echue dans 60 jours"
"946","JF8_30912:61851","322_0117_561358746","Port Jorf","JORF B","Fournisseur C","XX","XX","946","946","B2424972","49141100","31646500","31766300","43984100","?_5976419","28536900","MAD","F locaux","RABII.982","S - stocks","SPOC","27","Echue dans 30 jours"
"951","JF8_82771:26243","<_870255_66413847","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","D2699600","79967400","15984300","49268400","77480500","D_2516519","42930800","MAD","F locaux","KANFAOUI.150","S - stocks","Litige","-9","Echue"
"952","OCP_70346:24218","CDS30403_0210_59080","Port Jorf","JORF B","Fournisseur Y","XX","XX","952","952",">3308070","3661100","1209580","1361480","2786060","A_112726","1400560","EUR","F étrangers","SAMAR.8983","M - marché","SPOC","-15","Echue"
"953","JF8_32670:84088","330_0003_565709","Port Jorf","JORF Z","Fournisseur Z","XX","XX","953","953","D4309501","87226700","60592500","86973900","12540200","A_1009696","5924750","EUR","F étrangers","RIYAHI.8640","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-17","Echue"
"954","JF8_33941:54795","30_0003_500616","Port Jorf","JORF B","Fournisseur A","XX","XX","954","954","=1188776","35256600","9822380","14411300","19418200",">_2181611","11576600","MAD","F locaux","KARAMI.5993","E - Equipement","SPOC","46","Echue dans 60 jours"
"955","OCP_22097:14367","0921_0090_33254510","Port Jorf","JORF Z","Fournisseur B","XX","XX","955","955","C3232800","92893100","57586400","59494000","48266200","E_4270992","11400900","MAD","F locaux","HASSAN.3428","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-8","Echue"
"956","JF8_6226:89170","322_0117_561358747","Port Jorf","JORF B","Fournisseur C","XX","XX","956","956","C221983","2477460","9102","92083","2436190","<_5146079","1843540","MAD","F locaux","RABII.983","S - stocks","SPOC","58","Echue dans 60 jours"
"961","OCP_77033:59622","B_730158_8286265","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","<2163175","36723800","10321600","36392100","27141400","B_1727447","8379260","MAD","F locaux","KANFAOUI.151","S - stocks","Litige","-9","Echue"
"962","OCP_75453:31129","CDS30403_0210_59081","Port Jorf","JORF B","Fournisseur Y","XX","XX","962","962",">4985516","41672300","12383800","24813300","14663300","A_4763988","7386480","EUR","F étrangers","SAMAR.8984","M - marché","SPOC","47","Echue dans 60 jours"
"963","JF8_42594:30355","330_0003_565710","Port Jorf","JORF Z","Fournisseur Z","XX","XX","963","963",">5057297","77167800","32559500","46649500","24498000","B_12857","10979100","EUR","F étrangers","RIYAHI.8641","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-10","Echue"
"964","OCP_74648:55719","30_0003_500617","Port Jorf","JORF B","Fournisseur A","XX","XX","964","964","B4814194","71691200","32620900","45309200","52629000","C_3824587","24830400","MAD","F locaux","KARAMI.5994","E - Equipement","SPOC","-13","Echue"
"965","OCP_54865:79278","0921_0090_33254511","Port Jorf","JORF Z","Fournisseur B","XX","XX","965","965","E3965513","25487100","22025000","22125800","15745500","B_2163231","7017260","MAD","F locaux","HASSAN.3429","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","16","Echue dans 30 jours"
"966","OCP_26277:54419","322_0117_561358748","Port Jorf","JORF B","Fournisseur C","XX","XX","966","966","<5751790","91025800","22601100","24462400","59546700","B_1527332","21331200","MAD","F locaux","RABII.984","S - stocks","SPOC","2","Echue dans 7 jours"
"971","OCP_29108:98843","M_812628_84846082","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","<4966419","92388700","21277200","28995000","88379500",">_1463379","43474100","MAD","F locaux","KANFAOUI.152","S - stocks","Litige","58","Echue dans 60 jours"
"972","JF8_73628:14649","CDS30403_0210_59082","Port Jorf","JORF B","Fournisseur Y","XX","XX","972","972","D1276360","72048500","44708200","68329100","65451000","C_5108954","24573600","USD","F étrangers","SAMAR.8985","M - marché","SPOC","40","Echue dans 60 jours"
"973","OCP_6711:89872","330_0003_565711","Port Jorf","JORF Z","Fournisseur Z","XX","XX","973","973","B2702348","25864100","15847200","18917500","21772200","D_2236796","19622000","EUR","F étrangers","RIYAHI.8642","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-15","Echue"
"974","OCP_40924:91412","30_0003_500618","Port Jorf","JORF B","Fournisseur A","XX","XX","974","974","A6169851","33470600","1320270","3119120","20092800","E_3566331","9475320","MAD","F locaux","KARAMI.5995","E - Equipement","SPOC","52","Echue dans 60 jours"
"975","JF8_53748:94218","0921_0090_33254512","Port Jorf","JORF Z","Fournisseur B","XX","XX","975","975","C1683200","21376400","11085600","16735000","18681700",">_1285683","3690540","MAD","F locaux","HASSAN.3430","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","26","Echue dans 30 jours"
"976","JF8_11265:61565","322_0117_561358749","Port Jorf","JORF B","Fournisseur C","XX","XX","976","976","?6273464","42190600","9060510","17821400","17473400","?_5455483","11303600","MAD","F locaux","RABII.985","S - stocks","SPOC","37","Echue dans 60 jours"
"981","OCP_8893:83308","O_15535_59581390","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E1623629","90538100","25057700","44660900","88899400","<_2503560","63920800","MAD","F locaux","KANFAOUI.153","S - stocks","Litige","43","Echue dans 60 jours"
"982","JF8_91838:42578","CDS30403_0210_59083","Port Jorf","JORF B","Fournisseur Y","XX","XX","982","982","B5441463","84019100","21518300","59317900","37601100","D_981176","4047520","USD","F étrangers","SAMAR.8986","M - marché","SPOC","35","Echue dans 60 jours"
"983","JF8_94591:30505","330_0003_565712","Port Jorf","JORF Z","Fournisseur Z","XX","XX","983","983",">4040664","2194190","1207110","1362330","1155020","C_1250661","1043090","USD","F étrangers","RIYAHI.8643","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","17","Echue dans 30 jours"
"984","JF8_36205:3149","30_0003_500619","Port Jorf","JORF B","Fournisseur A","XX","XX","984","984","=5275596","85744200","19866100","29024800","69453600","@_459871","64456900","MAD","F locaux","KARAMI.5996","E - Equipement","SPOC","2","Echue dans 7 jours"
"985","OCP_93347:87730","0921_0090_33254513","Port Jorf","JORF Z","Fournisseur B","XX","XX","985","985","<1797709","572801","326314","550347","239576","E_1675854","153992","MAD","F locaux","HASSAN.3431","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","56","Echue dans 60 jours"
"986","JF8_60109:70948","322_0117_561358750","Port Jorf","JORF B","Fournisseur C","XX","XX","986","986","=5047564","7502500","6673200","7181140","5374450","E_5454554","3167090","MAD","F locaux","RABII.986","S - stocks","SPOC","60","Echue dans 60 jours"
"991","JF8_40648:12170","I_768556_16640441","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","@3367545","5101750","1855450","2497520","2899720","C_2773559","948041","MAD","F locaux","KANFAOUI.154","S - stocks","Litige","16","Echue dans 30 jours"
"992","JF8_39770:27633","CDS30403_0210_59084","Port Jorf","JORF B","Fournisseur Y","XX","XX","992","992",">1060762","83510900","9259240","10173900","49664000","?_1452127","18934800","EUR","F étrangers","SAMAR.8987","M - marché","SPOC","40","Echue dans 60 jours"
"993","JF8_15555:80718","330_0003_565713","Port Jorf","JORF Z","Fournisseur Z","XX","XX","993","993","=3093476","3759240","2525700","2533760","3439530","E_1494808","1930670","EUR","F étrangers","RIYAHI.8644","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-17","Echue"
"994","OCP_97009:37387","30_0003_500620","Port Jorf","JORF B","Fournisseur A","XX","XX","994","994","A509155","73647000","33541500","42024600","31670800","@_4602915","30979200","MAD","F locaux","KARAMI.5997","E - Equipement","SPOC","48","Echue dans 60 jours"
"995","JF8_2031:28214","0921_0090_33254514","Port Jorf","JORF Z","Fournisseur B","XX","XX","995","995","F3042676","31381500","1405730","3521510","23850400",">_5686873","1894670","MAD","F locaux","HASSAN.3432","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","49","Echue dans 60 jours"
"996","JF8_96023:73202","322_0117_561358751","Port Jorf","JORF B","Fournisseur C","XX","XX","996","996","?3068783","65613200","3804540","33635800","48459200","@_3566341","16058100","MAD","F locaux","RABII.987","S - stocks","SPOC","33","Echue dans 60 jours"
